1,Alan M. Turing,1937,On computable numbers, with an application to the Entscheidungsproblem
32,Alan M. Turing,1989,Local programming methods and conventions
33,Alan M. Turing,1979,Studies in the History of Probability and Statistics. XXXVII
33,I. J. Good,1979,Studies in the History of Probability and Statistics. XXXVII
34,Alan M. Turing,1983,Artificial Intelligence : Usfssg Computers to Think about Thinking
35,Alan M. Turing,1935,Equivalence of Left and Right almost Periodicity
36,Alan M. Turing,1937,The þ-function in λ- K -conversion
37,Alan M. Turing,1995,Computer poker
37,Darse Billings,1995,Computer poker
37,John von Neumann,1995,Computer poker
37,Claude Elwood Shannon,1995,Computer poker
37,John W. Mccarthy,1995,Computer poker
37,Donald E. Knuth,1995,Computer poker
37,Alan Newell,1995,Computer poker
37,Herbert Simon,1995,Computer poker
37,Arthur G. Samuel,1995,Computer poker
37,Donald Michie,1995,Computer poker
37,Ken Thompson,1995,Computer poker
38,Alan M. Turing,2005,Notes on memory (1945)
39,Alan M. Turing,1998,Si può dire che i calcolatori automatici pensano
40,Alan M. Turing,1992,A note on normal numbers
41,Alan M. Turing,1998,I calcolatori digitali possono pensare
42,Alan M. Turing,2018,Konputazio-makinak eta adimena: «Computing Machinery and Intelligence». 1950. Mind 49 (236): 433-460.
42,Joseba Xabier Arrazola Iturbe,2018,Konputazio-makinak eta adimena: «Computing Machinery and Intelligence». 1950. Mind 49 (236): 433-460.
43,Alan M. Turing,2011,Alan Mathison Turing Universal Turing Machine
44,Alan M. Turing,2011,La “machine” de Turing
44,Stefan Schwoon,2011,La “machine” de Turing
44,Andrew S. Tanenbaum,2011,La “machine” de Turing
44,Contenu d’aujourd’hui,2011,La “machine” de Turing
45,Alan M. Turing,1937,The -Function in lambda-K-Conversion
46,Alan M. Turing,2018,Konputazio makinak eta adimena
47,Alan M. Turing,1987,Intelligence service : Schriften
48,Alan M. Turing,2016,The President, the Vice President, the Secretary-Treasurer, and ARNOLD DRESDEN,2
48,Alfred Tarski,2016,The President, the Vice President, the Secretary-Treasurer, and ARNOLD DRESDEN,2
48,Saunders Maclane,2016,The President, the Vice President, the Secretary-Treasurer, and ARNOLD DRESDEN,2
48,Haskell B. Curry,2016,The President, the Vice President, the Secretary-Treasurer, and ARNOLD DRESDEN,2
48,Paul Marhenkei,2016,The President, the Vice President, the Secretary-Treasurer, and ARNOLD DRESDEN,2
48,Arnold Dresden,2016,The President, the Vice President, the Secretary-Treasurer, and ARNOLD DRESDEN,2
48,Karl Menger,2016,The President, the Vice President, the Secretary-Treasurer, and ARNOLD DRESDEN,2
48,Frederic B. FiTCHc,2016,The President, the Vice President, the Secretary-Treasurer, and ARNOLD DRESDEN,2
48,Ernest Nagel,2016,The President, the Vice President, the Secretary-Treasurer, and ARNOLD DRESDEN,2
48,Carl Gustav Hempel,2016,The President, the Vice President, the Secretary-Treasurer, and ARNOLD DRESDEN,2
48,Willard van Orman Quine,2016,The President, the Vice President, the Secretary-Treasurer, and ARNOLD DRESDEN,2
48,Cooper Harold Langford,2016,The President, the Vice President, the Secretary-Treasurer, and ARNOLD DRESDEN,2
48,Frederic B. Fitch,2016,The President, the Vice President, the Secretary-Treasurer, and ARNOLD DRESDEN,2
48,Paul Marhenke,2016,The President, the Vice President, the Secretary-Treasurer, and ARNOLD DRESDEN,2
48,Corso Duca,2016,The President, the Vice President, the Secretary-Treasurer, and ARNOLD DRESDEN,2
49,Alan M. Turing,2014,Turing: Oracles and Computation
50,Alan M. Turing,2011,Alan Turing Universal Turing Machine
51,Alan M. Turing,1953,Review: Arthur W. Burks, The Logic of Programming Electronic Digital Computers
52,Alan M. Turing,2007,Computermaschinerie und Intelligenz (1950)
53,Alan M. Turing,2011,The legacy of Alan Turing Universal Turing Machine
54,Alan M. Turing,2012,Mitteilungen der Gesellschaft für Informatik 215. Folge
54,Die Mit,2012,Mitteilungen der Gesellschaft für Informatik 215. Folge
55,Alan M. Turing,2012,Dusting Off the Turing Test
55,Andrew F. Hodges,2012,Dusting Off the Turing Test
56,Alan M. Turing,2007,Computing Machinery and Intelligence A.M. Turing
57,Alan M. Turing,1986,Maquinas computadoras e inteligencia, traduccion
58,Alan M. Turing,1942,A Formal Theorem in Church's Theory of Types
58,M. H. A. Newman,1942,A Formal Theorem in Church's Theory of Types
59,Alan M. Turing,1990,The chemical basis of morphogenesis
60,Alan M. Turing,1938,The extensions of a group
61,Alan M. Turing,None,Computing Machinery and Intelligence 1. the Imitation Game
62,Alan M. Turing,2019,Development of Moore ’ s Law
62,Olivier Pirson,2019,Development of Moore ’ s Law
62,Richard M. Stallman,2019,Development of Moore ’ s Law
62,Donald E. Knuth,2019,Development of Moore ’ s Law
63,Alan M. Turing,2017,What ’ s Missing from Deep Learning ?
63,Bruno A. Olshausen,2017,What ’ s Missing from Deep Learning ?
63,Helen Wills,2017,What ’ s Missing from Deep Learning ?
63,John von Neumann,2017,What ’ s Missing from Deep Learning ?
63,Marvin Minsky,2017,What ’ s Missing from Deep Learning ?
63,John McCarthy,2017,What ’ s Missing from Deep Learning ?
63,Frank Rosenblatt,2017,What ’ s Missing from Deep Learning ?
63,Norbert Wiener,2017,What ’ s Missing from Deep Learning ?
63,Warren Sturgis McCulloch,2017,What ’ s Missing from Deep Learning ?
63,W. Reid Pitts,2017,What ’ s Missing from Deep Learning ?
63,Kunihiko Fukushima,2017,What ’ s Missing from Deep Learning ?
64,Alan M. Turing,1989,Manchester computing machine: general topics
64,M. J. Sir Lighthill,1989,Manchester computing machine: general topics
64,G. C. Tootill,1989,Manchester computing machine: general topics
64,J. Charles Miller,1989,Manchester computing machine: general topics
64,Eric A Newman,1989,Manchester computing machine: general topics
65,Alan M. Turing,1950,PSYCHOLOGY AND PHILOSOPHY
66,Alan M. Turing,1960,APPENDIX One (B) – On Computable Numbers, with an Application to the Entscheidungsproblem. A Correction
67,Alan M. Turing,2003,ALAN M. TURING'S CRITIQUE OF RUNNING SHORT CRIBS ON THE U. S. NAVY BOMBE
68,Alan M. Turing,2011,Correspondence with [A.M. Turing]
68,Ronald Aylmer Sir Fisher,2011,Correspondence with [A.M. Turing]
69,Alan M. Turing,2020,Review of two collections of essays about Alan Turing
69,Jonathan P. Bowen,2020,Review of two collections of essays about Alan Turing
69,Mark D. Sprevak,2020,Review of two collections of essays about Alan Turing
69,Robin Wilson,2020,Review of two collections of essays about Alan Turing
69,Alisa Bokulich,2020,Review of two collections of essays about Alan Turing
70,Alan M. Turing,2014,• Hilbert spaces. Weak derivatives. Classical and weak solutions. • Galerkin approximation of elliptic equations. Spectral approximation. Finite element approximation in one dimension. Energy estimates. • Parabolic PDEs. Semigroups of operators. Method of lines. Stability of numerical
70,Lecturer Sean Holman,2014,• Hilbert spaces. Weak derivatives. Classical and weak solutions. • Galerkin approximation of elliptic equations. Spectral approximation. Finite element approximation in one dimension. Energy estimates. • Parabolic PDEs. Semigroups of operators. Method of lines. Stability of numerical
70,January Exam,2014,• Hilbert spaces. Weak derivatives. Classical and weak solutions. • Galerkin approximation of elliptic equations. Spectral approximation. Finite element approximation in one dimension. Energy estimates. • Parabolic PDEs. Semigroups of operators. Method of lines. Stability of numerical
71,Alan M. Turing,2005,The Turing–Wilkinson lecture series (1946–7)
71,James Hardy Wilkinson,2005,The Turing–Wilkinson lecture series (1946–7)
72,Alan M. Turing,1953,Arthur W. Burks. The logic of programming electronic digital computers. Industrial mathematics (Detroit), vol. 1 (1950), pp. 36–52.
73,Alan M. Turing,1985,The Scientific Conceptualization of Information: A Survey
73,W. L. McCulloch,1985,The Scientific Conceptualization of Information: A Survey
73,W. Piths,1985,The Scientific Conceptualization of Information: A Survey
73,Chris Shannon,1985,The Scientific Conceptualization of Information: A Survey
73,John von Neumann,1985,The Scientific Conceptualization of Information: A Survey
73,N. Wiener,1985,The Scientific Conceptualization of Information: A Survey
74,Alan M. Turing,2015,Convergence Rates for Persistence Diagram Estimation in
74,Marc Glisse,2015,Convergence Rates for Persistence Diagram Estimation in
74,Inria Saclay,2015,Convergence Rates for Persistence Diagram Estimation in
74,Catherine Labru,2015,Convergence Rates for Persistence Diagram Estimation in
74,Bertrand Michel,2015,Convergence Rates for Persistence Diagram Estimation in
75,Alan M. Turing,1937,The p-Function in λ-K-Conversion
76,Alan M. Turing,2010,Turing 1950 1 The Imitation Game
77,Alan M. Turing,2012,Could a machine think
77,Pascal M. Ludwig,2012,Could a machine think
77,John R. Searle,2012,Could a machine think
78,Alan M. Turing,2012,Watching the Daisies Grow: from Biology to Biomathematics and Bioinformatics — Alan Turing Centenary Special Issue
